id,origen,fuente,no_enviar_email,no_llamar,compra,visitas_total,tiempo_en_site_total,paginas_vistas_visita,ult_actividad,ambito,ocupacion,conociste_google,conociste_revista,conociste_periodico,conociste_youtube,conociste_facebook,conociste_referencias,score_actividad,score_perfil,descarga_lm
605248,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
591022,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,17.0,15.0,No
603645,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
620273,Landing Page Submission,Google,No,No,1,5.0,140,5.0,SMS Sent,E-COMMERCE,Unemployed,No,No,No,No,No,No,,,No
635475,Landing Page Submission,Google,No,No,0,3.0,50,3.0,Email Opened,Business Administration,,No,No,No,No,No,No,13.0,17.0,No
631529,Landing Page Submission,Direct Traffic,No,No,0,6.0,1073,3.0,Converted to Lead,Healthcare Management,,No,No,No,No,No,No,13.0,15.0,No
613635,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
639620,Landing Page Submission,Google,No,No,1,8.0,1391,2.67,Email Opened,Business Administration,Working Professional,No,No,No,No,No,No,14.0,20.0,No
633175,API,Google,Yes,No,0,2.0,139,1.0,Email Bounced,Select,Unemployed,No,No,No,No,No,No,,,No
591109,Landing Page Submission,Direct Traffic,No,No,1,4.0,69,4.0,SMS Sent,Human Resource Management,,No,No,No,No,No,No,15.0,18.0,Yes
634560,Landing Page Submission,Organic Search,No,No,0,6.0,1565,6.0,Form Submitted on Website,Human Resource Management,,No,No,No,No,No,No,12.0,18.0,Yes
628094,Landing Page Submission,Google,Yes,No,0,5.0,1021,5.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
619506,API,Chat,Yes,No,0,0.0,0,0.0,Email Bounced,,,No,No,No,No,No,No,,,No
580635,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,,,No,No,No,No,No,No,16.0,15.0,No
655661,Landing Page Submission,Organic Search,Yes,No,0,5.0,615,2.5,Email Bounced,Rural and Agribusiness,Unemployed,No,No,No,No,No,No,15.0,13.0,Yes
657295,Landing Page Submission,Direct Traffic,No,No,0,4.0,174,4.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
616572,Landing Page Submission,Direct Traffic,No,No,1,10.0,900,5.0,SMS Sent,IT Projects Management,,No,No,No,No,No,No,,,Yes
583407,Landing Page Submission,Direct Traffic,No,No,0,2.0,327,2.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,16.0,20.0,Yes
613814,API,Google,No,No,0,3.0,1114,3.0,Email Opened,,,No,No,No,No,No,No,,,No
628666,Lead Add Form,,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
627877,Landing Page Submission,Organic Search,No,No,1,4.0,1529,4.0,SMS Sent,Travel and Tourism,,No,No,No,No,No,No,,,Yes
641946,Landing Page Submission,Google,No,No,1,6.0,1116,3.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,19.0,No
630262,Landing Page Submission,Organic Search,Yes,No,0,3.0,443,1.5,Unreachable,Supply Chain Management,,No,No,No,No,No,No,12.0,16.0,No
625713,Landing Page Submission,youtubechannel,Yes,No,0,4.0,487,2.0,Unsubscribed,Business Administration,,No,No,No,No,No,No,,,No
636547,Landing Page Submission,Google,No,No,0,5.0,340,2.5,Email Link Clicked,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,17.0,No
655429,Landing Page Submission,Google,No,No,0,3.0,1412,3.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
642439,Landing Page Submission,Direct Traffic,Yes,No,0,22.0,601,1.38,Page Visited on Website,Retail Management,Unemployed,No,No,No,No,No,No,15.0,16.0,Yes
586109,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,16.0,15.0,No
609333,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
630510,Landing Page Submission,Direct Traffic,No,No,1,4.0,390,4.0,Email Opened,"Banking, Investment And Insurance",Working Professional,No,No,No,No,No,No,,,No
596611,Landing Page Submission,Direct Traffic,No,No,0,5.0,369,5.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
633116,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Business Administration,Working Professional,No,No,No,No,No,No,,,No
600919,Landing Page Submission,Direct Traffic,Yes,No,1,2.0,876,2.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
651349,API,Google,No,No,0,2.0,168,2.0,Email Opened,,,No,No,No,No,No,No,14.0,15.0,No
580453,Landing Page Submission,Direct Traffic,No,No,0,2.0,122,2.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,13.0,17.0,Yes
632942,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
604722,Landing Page Submission,Direct Traffic,Yes,No,0,5.0,1400,5.0,Page Visited on Website,IT Projects Management,,No,No,No,No,No,No,,,Yes
596035,Lead Add Form,Reference,No,No,1,,365,,Approached upfront,Select,Unemployed,No,No,No,No,No,No,,,No
632943,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
609296,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,195,2.0,Email Bounced,Select,,No,No,No,No,No,No,,,No
638399,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,,,No,No,No,No,No,No,16.0,15.0,No
601382,API,Organic Search,No,No,0,1.0,534,1.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,,,No
599567,Landing Page Submission,Direct Traffic,No,No,0,2.0,370,2.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
632876,API,Organic Search,No,No,1,5.0,579,5.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
597205,Landing Page Submission,Direct Traffic,No,No,0,2.0,223,2.0,Email Opened,Finance Management,,No,No,No,No,No,No,,,Yes
627769,Landing Page Submission,Organic Search,No,No,0,6.0,2,3.0,Email Link Clicked,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
650794,Landing Page Submission,Google,No,No,0,4.0,12,4.0,Form Submitted on Website,"Banking, Investment And Insurance",,No,No,No,No,No,No,13.0,18.0,No
598607,Landing Page Submission,Organic Search,No,No,0,2.0,172,2.0,Converted to Lead,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,Yes
660478,API,Google,No,No,0,4.0,377,1.33,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,15.0,16.0,No
634092,Landing Page Submission,Direct Traffic,No,No,1,9.0,1150,4.5,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,15.0,16.0,No
591549,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
628332,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
643461,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
612862,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
614292,API,Chat,No,No,0,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
606314,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
612479,API,Chat,No,No,0,3.0,334,1.5,Email Opened,Finance Management,,No,No,No,No,No,No,,,Yes
579979,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,,,No,No,No,No,No,No,16.0,15.0,No
647132,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
637954,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,15.0,20.0,No
627411,Landing Page Submission,Google,No,No,0,3.0,325,3.0,SMS Sent,Human Resource Management,,No,No,No,No,No,No,,,No
588751,Landing Page Submission,Direct Traffic,No,No,1,3.0,1317,3.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,17.0,Yes
611150,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
590682,Landing Page Submission,Direct Traffic,No,No,0,4.0,258,4.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
603938,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
598916,Landing Page Submission,Direct Traffic,No,No,1,3.0,135,1.5,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,,,Yes
637521,Landing Page Submission,Google,No,No,0,5.0,322,2.5,Email Opened,Marketing Management,,No,No,No,No,No,No,13.0,18.0,Yes
650133,Landing Page Submission,Google,No,No,1,4.0,950,4.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No
581564,Landing Page Submission,Direct Traffic,No,No,1,4.0,1776,4.0,Email Opened,Media and Advertising,,No,No,No,No,No,No,15.0,17.0,No
601324,Landing Page Submission,Direct Traffic,No,No,0,3.0,300,3.0,Email Opened,Operations Management,,No,No,No,No,No,No,,,Yes
613195,API,Google,No,No,1,2.0,916,2.0,Email Opened,Marketing Management,Working Professional,No,No,No,No,No,No,,,No
587261,Lead Add Form,Reference,No,No,0,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,17.0,No
640108,API,Google,No,No,1,2.0,1349,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
604409,Landing Page Submission,Direct Traffic,No,No,0,2.0,222,2.0,Page Visited on Website,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,Yes
643384,Landing Page Submission,Google,No,No,0,5.0,651,5.0,Unreachable,International Business,Unemployed,No,No,No,No,No,No,12.0,18.0,No
607673,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
653998,Landing Page Submission,Organic Search,No,No,0,3.0,145,3.0,SMS Sent,Travel and Tourism,,No,No,No,No,No,No,13.0,14.0,Yes
583400,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
621241,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,,,No
597163,Landing Page Submission,Facebook,No,No,0,4.0,388,4.0,SMS Sent,Select,Student,No,No,No,No,No,No,,,No
656778,API,Referral Sites,No,No,0,4.0,86,4.0,Chat Conversation,,,No,No,No,No,No,No,14.0,13.0,No
644069,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,14.0,No
602947,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,718,1.0,Email Bounced,,,No,No,No,No,No,No,,,No
653848,Landing Page Submission,Google,No,No,0,12.0,333,6.0,Page Visited on Website,Marketing Management,,No,No,No,No,No,No,15.0,18.0,No
630462,Landing Page Submission,Organic Search,No,No,1,4.0,813,2.0,SMS Sent,Travel and Tourism,Working Professional,No,No,No,No,No,No,,,Yes
608049,Landing Page Submission,Direct Traffic,No,No,0,3.0,65,3.0,Email Opened,Business Administration,,No,No,No,No,No,No,,,No
647084,Landing Page Submission,Direct Traffic,No,No,0,2.0,207,2.0,Email Opened,Select,Working Professional,No,No,No,No,No,No,16.0,16.0,No
598116,Landing Page Submission,Direct Traffic,No,No,1,4.0,72,4.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
598251,Landing Page Submission,Google,No,No,0,7.0,202,7.0,Page Visited on Website,Operations Management,Unemployed,No,No,No,No,No,No,,,No
658976,Landing Page Submission,Google,No,No,0,2.0,56,2.0,Email Bounced,Select,Unemployed,No,No,No,No,No,No,12.0,15.0,No
629371,Landing Page Submission,Direct Traffic,No,No,0,2.0,109,2.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,Yes
644671,Landing Page Submission,Google,No,No,0,7.0,67,7.0,Email Opened,Marketing Management,Working Professional,No,No,No,No,No,No,14.0,18.0,Yes
617721,Landing Page Submission,Direct Traffic,No,No,0,2.0,818,2.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
638999,Landing Page Submission,Direct Traffic,No,No,0,9.0,41,2.25,Page Visited on Website,Business Administration,,No,No,No,No,No,No,13.0,18.0,No
592888,Landing Page Submission,Direct Traffic,No,No,0,5.0,149,5.0,SMS Sent,International Business,Unemployed,No,No,No,No,No,No,14.0,18.0,No
652531,API,Google,No,No,0,1.0,94,1.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
641576,Landing Page Submission,Google,No,No,1,10.0,825,5.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,16.0,18.0,No
644222,Landing Page Submission,Direct Traffic,Yes,No,0,4.0,1596,4.0,SMS Sent,Services Excellence,Unemployed,No,No,No,No,No,No,13.0,15.0,No
608001,Landing Page Submission,Direct Traffic,No,No,1,2.0,1017,2.0,SMS Sent,Human Resource Management,,No,No,No,No,No,No,,,Yes
595973,API,Google,No,No,0,4.0,554,4.0,Email Opened,,,No,No,No,No,No,No,,,No
595846,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,,,No,No,No,No,No,No,17.0,15.0,No
627773,Landing Page Submission,Direct Traffic,No,No,0,2.0,332,2.0,Email Opened,International Business,,No,No,No,No,No,No,,,Yes
642553,Landing Page Submission,Organic Search,No,No,0,8.0,241,8.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
601813,API,Google,No,No,1,11.0,1079,1.83,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
623497,Landing Page Submission,Google,No,No,1,3.0,1353,3.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,No
643826,Landing Page Submission,Direct Traffic,No,No,0,17.0,104,3.4,Email Opened,Human Resource Management,,No,No,No,No,No,No,14.0,18.0,Yes
634986,API,Google,No,No,0,4.0,339,4.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
640909,Landing Page Submission,Google,No,No,0,4.0,235,4.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,10.0,18.0,No
647199,Landing Page Submission,Direct Traffic,No,No,0,2.0,918,2.0,Email Link Clicked,IT Projects Management,Unemployed,No,No,No,No,No,No,13.0,15.0,No
588778,Landing Page Submission,Organic Search,No,No,0,2.0,1225,2.0,Converted to Lead,Finance Management,,No,No,No,No,No,No,14.0,18.0,Yes
640258,Landing Page Submission,Direct Traffic,No,No,1,2.0,114,2.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
584622,Landing Page Submission,Google,No,No,0,5.0,215,2.5,SMS Sent,International Business,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes
645960,Landing Page Submission,Direct Traffic,No,No,0,3.0,21,3.0,Email Link Clicked,Human Resource Management,Unemployed,No,No,No,No,No,No,16.0,18.0,Yes
611746,API,Chat,No,No,0,1.0,119,1.0,Chat Conversation,,,No,No,No,No,No,No,,,No
583595,Landing Page Submission,Google,No,No,0,3.0,88,3.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,19.0,No
611217,Landing Page Submission,Direct Traffic,No,No,0,2.0,221,2.0,Form Submitted on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
610091,API,Direct Traffic,No,No,1,8.0,58,4.0,SMS Sent,Travel and Tourism,Unemployed,No,No,No,No,No,No,15.0,16.0,No
637281,API,Direct Traffic,No,No,0,10.0,225,2.5,Page Visited on Website,,,No,No,No,No,No,No,,,No
656362,API,Google,No,No,0,2.0,90,2.0,Email Opened,,,No,No,No,No,No,No,14.0,15.0,No
646930,Landing Page Submission,bing,No,No,0,3.0,138,3.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
599137,API,Chat,No,No,0,3.0,1176,1.5,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
626338,Landing Page Submission,Google,No,No,1,3.0,220,3.0,SMS Sent,Media and Advertising,Unemployed,No,No,No,No,No,No,,,No
627139,Landing Page Submission,Google,No,No,0,2.0,305,2.0,Converted to Lead,Hospitality Management,Unemployed,No,No,No,No,No,No,,,No
622385,API,Organic Search,No,No,0,1.0,299,1.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,,,No
582361,Landing Page Submission,Direct Traffic,No,No,0,4.0,373,4.0,Had a Phone Conversation,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,20.0,Yes
653502,Landing Page Submission,Google,No,No,0,4.0,284,4.0,Email Opened,Finance Management,,No,No,No,No,No,No,14.0,18.0,No
619428,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,,,No,No,No,No,No,No,,,No
582550,Landing Page Submission,Direct Traffic,No,No,0,1.0,49,1.0,Converted to Lead,Marketing Management,Student,No,No,No,No,No,No,16.0,18.0,Yes
614938,API,Google,No,No,0,2.0,238,1.0,Email Opened,,,No,No,No,No,No,No,,,No
607497,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,,,No,No,No,No,No,No,,,No
641138,Landing Page Submission,Google,No,No,1,5.0,914,2.5,SMS Sent,International Business,Unemployed,No,No,No,No,No,No,15.0,20.0,No
580322,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,12.0,16.0,No
642781,Landing Page Submission,Google,No,No,0,4.0,108,4.0,SMS Sent,Healthcare Management,,No,No,No,No,No,No,14.0,15.0,No
623554,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
627804,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
639242,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
603728,Landing Page Submission,Direct Traffic,No,No,0,2.0,392,2.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
604092,Landing Page Submission,Organic Search,No,No,1,20.0,972,10.0,SMS Sent,Healthcare Management,Working Professional,No,No,No,No,No,No,,,Yes
655798,Landing Page Submission,Organic Search,Yes,No,0,5.0,106,5.0,Unreachable,Travel and Tourism,Unemployed,No,No,No,No,No,No,13.0,16.0,No
580465,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,16.0,No
655122,API,Google,No,No,1,3.0,578,3.0,Email Opened,Retail Management,Working Professional,No,No,No,No,No,No,15.0,15.0,No
641471,Landing Page Submission,Google,No,No,0,4.0,260,4.0,Unreachable,Finance Management,Unemployed,No,No,No,No,No,No,12.0,18.0,No
597846,Landing Page Submission,Google,No,No,0,8.0,233,2.0,Email Opened,Human Resource Management,,No,No,No,No,No,No,14.0,18.0,Yes
645825,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,15.0,20.0,No
645785,Landing Page Submission,Google,No,No,1,2.0,189,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,20.0,No
653527,API,Referral Sites,No,No,0,3.0,193,1.5,Email Opened,,,No,No,No,No,No,No,13.0,13.0,No
595702,Landing Page Submission,Google,No,No,1,3.0,519,3.0,SMS Sent,Human Resource Management,,No,No,No,No,No,No,,,No
615877,Landing Page Submission,Google,No,No,1,4.0,2111,4.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,No
634594,Landing Page Submission,Google,No,No,0,5.0,0,2.5,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,20.0,No
646451,Landing Page Submission,Google,No,No,0,6.0,240,6.0,Page Visited on Website,Finance Management,Unemployed,No,No,No,No,No,No,15.0,17.0,No
649467,Landing Page Submission,Direct Traffic,No,No,0,5.0,1,5.0,Email Opened,Hospitality Management,Unemployed,No,No,No,No,No,No,13.0,13.0,Yes
591835,API,Chat,Yes,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,14.0,15.0,No
618419,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
655736,Landing Page Submission,Direct Traffic,No,No,0,6.0,25,3.0,Email Opened,Operations Management,,No,No,No,No,No,No,13.0,16.0,Yes
606054,Landing Page Submission,Direct Traffic,No,No,1,4.0,1559,4.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
587950,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
588019,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Finance Management,Working Professional,No,No,No,No,No,No,15.0,19.0,No
582673,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,,,No,No,No,No,No,No,15.0,15.0,No
605006,Lead Add Form,Reference,No,No,1,,304,,,Human Resource Management,Working Professional,No,No,No,No,No,No,,,No
640716,Landing Page Submission,Google,No,No,0,5.0,24,5.0,Email Opened,Retail Management,,No,No,No,No,No,No,14.0,18.0,No
583294,Landing Page Submission,Direct Traffic,No,No,0,1.0,336,1.0,Converted to Lead,Healthcare Management,Unemployed,No,No,No,No,No,No,11.0,16.0,Yes
606410,API,Direct Traffic,No,No,1,2.0,1279,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
631053,API,Google,No,No,0,3.0,13,3.0,Unreachable,Select,Unemployed,No,No,No,No,No,No,12.0,15.0,No
618500,Landing Page Submission,Organic Search,No,No,0,4.0,1098,4.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,No
599932,Landing Page Submission,Google,No,No,1,5.0,967,2.5,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,15.0,14.0,No
610682,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
604007,Landing Page Submission,Google,No,No,1,5.0,938,5.0,Email Opened,Finance Management,Working Professional,No,No,No,No,No,No,,,No
645184,Landing Page Submission,Google,Yes,No,0,6.0,148,3.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
601856,Landing Page Submission,Direct Traffic,No,No,0,2.0,288,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
593929,Lead Add Form,Reference,Yes,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
623879,Landing Page Submission,Direct Traffic,No,No,0,2.0,182,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
582107,API,Organic Search,No,No,1,4.0,715,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,16.0,No
589021,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,17.0,15.0,No
583802,API,Google,No,No,0,1.0,73,1.0,Converted to Lead,,,No,No,No,No,No,No,14.0,15.0,No
659038,Landing Page Submission,Organic Search,No,No,1,5.0,614,5.0,Unreachable,Finance Management,Unemployed,No,No,No,No,No,No,15.0,19.0,Yes
602352,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
585772,Landing Page Submission,Google,No,No,1,4.0,1284,4.0,Unreachable,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
615488,Landing Page Submission,Direct Traffic,No,No,0,2.0,877,2.0,SMS Sent,Media and Advertising,,No,No,No,No,No,No,,,Yes
643593,API,Google,No,No,0,4.0,4,4.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
601171,Landing Page Submission,Organic Search,No,No,0,12.0,750,3.0,Email Opened,Finance Management,,No,No,No,No,No,No,,,Yes
601365,API,Chat,No,No,0,3.0,1031,1.5,Page Visited on Website,Business Administration,Unemployed,No,No,No,No,No,No,,,No
632433,Landing Page Submission,Google,No,No,1,5.0,251,5.0,SMS Sent,Finance Management,Working Professional,No,No,No,No,No,No,,,No
582600,Landing Page Submission,Organic Search,Yes,No,0,7.0,176,7.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,17.0,Yes
600627,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
620177,API,Chat,No,No,0,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
625726,Landing Page Submission,Direct Traffic,No,No,1,4.0,965,4.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
600088,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
595189,Landing Page Submission,Google,No,No,0,5.0,279,2.5,SMS Sent,"Banking, Investment And Insurance",,No,No,No,No,No,No,13.0,18.0,No
589488,Landing Page Submission,Google,No,No,1,2.0,1044,2.0,SMS Sent,Media and Advertising,Unemployed,No,No,No,No,No,No,15.0,17.0,No
